---,Name,Description,category,isLoop,Cue,fadeInRate,fadeOutRate
animal_sheep_3,"animal_sheep_3","Sheep 3","animal","False","SoundCue'/Game/_DJM/sounds/FarmAnimalSounds/Sheep_11_Cue.Sheep_11_Cue'","0.000000","0.000000"
animal_horse_1,"animal_horse_1","Horse 1","animal","False","SoundCue'/Game/_DJM/sounds/FarmAnimalSounds/Horse_Neigh_01_Cue.Horse_Neigh_01_Cue'","0.000000","0.000000"
animal_horse_2,"animal_horse_2","Horse 2","animal","False","SoundCue'/Game/_DJM/sounds/FarmAnimalSounds/Horse_Neigh_05_Cue.Horse_Neigh_05_Cue'","0.000000","0.000000"
animal_horse_3,"animal_horse_3","Horse 3","animal","False","SoundCue'/Game/_DJM/sounds/FarmAnimalSounds/Horse_Neigh_12_Cue.Horse_Neigh_12_Cue'","0.000000","0.000000"
animal_frog_1,"animal_frog_1","Frog 1","animal","False","SoundCue'/Game/_DJM/sounds/FarmAnimalSounds/Frog_01_Cue.Frog_01_Cue'","0.000000","0.000000"
animal_frog_2,"animal_frog_2","Frog 2","animal","False","SoundCue'/Game/_DJM/sounds/FarmAnimalSounds/Frog_03_Cue.Frog_03_Cue'","0.000000","0.000000"
animal_frog_3,"animal_frog_3","Frog 3","animal","False","SoundCue'/Game/_DJM/sounds/FarmAnimalSounds/Frog_05_Cue.Frog_05_Cue'","0.000000","0.000000"
animal_duck_1,"animal_duck_1","Duck 1","animal","False","SoundCue'/Game/_DJM/sounds/FarmAnimalSounds/Duck_06_Cue.Duck_06_Cue'","0.000000","0.000000"
animal_duck_2,"animal_duck_2","Duck 2","animal","False","SoundCue'/Game/_DJM/sounds/FarmAnimalSounds/Duck_09_Cue.Duck_09_Cue'","0.000000","0.000000"
animal_duck_3,"animal_duck_3","Duck 3","animal","False","SoundCue'/Game/_DJM/sounds/FarmAnimalSounds/Duck_18_Cue.Duck_18_Cue'","0.000000","0.000000"
animal_dog_1,"animal_dog_1","Dog 1","animal","False","SoundCue'/Game/_DJM/sounds/FarmAnimalSounds/Dog_Bark_02_Cue.Dog_Bark_02_Cue'","0.000000","0.000000"
animal_dog_2,"animal_dog_2","Dog 2","animal","False","SoundCue'/Game/_DJM/sounds/FarmAnimalSounds/Dog_Bark_08_Cue.Dog_Bark_08_Cue'","0.000000","0.000000"
animal_dog_3,"animal_dog_3","Dog 3","animal","False","SoundCue'/Game/_DJM/sounds/FarmAnimalSounds/Dog_Bark_10_Cue.Dog_Bark_10_Cue'","0.000000","0.000000"
animal_dog_4,"animal_dog_4","Dog 4 - snarl","animal","False","SoundCue'/Game/_DJM/sounds/FarmAnimalSounds/Dog_Snarl_01_Cue.Dog_Snarl_01_Cue'","0.000000","0.000000"
animal_chicken_1,"animal_chicken_1","Chicken 1 - bok bok","animal","False","SoundCue'/Game/_DJM/sounds/FarmAnimalSounds/Chicken_02_Cue.Chicken_02_Cue'","0.000000","0.000000"
animal_chicken_2,"animal_chicken_2","Chicken 2 - cluck fast","animal","False","SoundCue'/Game/_DJM/sounds/FarmAnimalSounds/Chicken_03_Cue.Chicken_03_Cue'","0.000000","0.000000"
animal_chicken_3,"animal_chicken_3","Chicken 3 - cockeral","animal","False","SoundCue'/Game/_DJM/sounds/FarmAnimalSounds/Cockerel_01_Cue.Cockerel_01_Cue'","0.000000","0.000000"
animal_cat_1,"animal_cat_1","Cat 1 - meow","animal","False","SoundCue'/Game/_DJM/sounds/FarmAnimalSounds/Cat_Meow_06_Cue.Cat_Meow_06_Cue'","0.000000","0.000000"
animal_cat_2,"animal_cat_2","Cat 2 - meow slow","animal","False","SoundCue'/Game/_DJM/sounds/FarmAnimalSounds/Cat_Meow_08_Cue.Cat_Meow_08_Cue'","0.000000","0.000000"
animal_cat_3,"animal_cat_3","Cat 3 - squeal","animal","False","SoundCue'/Game/_DJM/sounds/FarmAnimalSounds/Cat_Squeal_06_Cue.Cat_Squeal_06_Cue'","0.000000","0.000000"
animal_bird_1,"animal_bird_1","Bird 1 ","animal","False","SoundCue'/Game/_DJM/sounds/FarmAnimalSounds/Bird_10_01_Cue.Bird_10_01_Cue'","0.000000","0.000000"
animal_bird_2,"animal_bird_2","Bird 2","animal","False","SoundCue'/Game/_DJM/sounds/FarmAnimalSounds/Bird_11_01_Cue.Bird_11_01_Cue'","0.000000","0.000000"
animal_bird_3,"animal_bird_3","Bird 3","animal","False","SoundCue'/Game/_DJM/sounds/FarmAnimalSounds/Bird_5_02_Cue.Bird_5_02_Cue'","0.000000","0.000000"
animal_bird_4,"animal_bird_4","Bird 4","animal","False","SoundCue'/Game/_DJM/sounds/FarmAnimalSounds/Bird_9_01_Cue.Bird_9_01_Cue'","0.000000","0.000000"
animal_goat_1,"animal_goat_1","Goat 1","animal","False","SoundCue'/Game/_DJM/sounds/FarmAnimalSounds/Goat_Baas_1_Cue.Goat_Baas_1_Cue'","0.000000","0.000000"
animal_goat_2,"animal_goat_2","Goat 2","animal","False","SoundCue'/Game/_DJM/sounds/FarmAnimalSounds/Goat_06_Cue.Goat_06_Cue'","0.000000","0.000000"
animal_goat_3,"animal_goat_3","Goat 3","animal","False","SoundCue'/Game/_DJM/sounds/FarmAnimalSounds/Goat_07_Cue.Goat_07_Cue'","0.000000","0.000000"
animal_wolf_1,"animal_wolf_1","Wolf 1","animal","False","SoundCue'/Game/_DJM/sounds/FarmAnimalSounds/Wolf_howls_1_Cue.Wolf_howls_1_Cue'","0.000000","0.000000"
animal_wolf_2,"animal_wolf_2","Wolf 2","animal","False","SoundCue'/Game/_DJM/sounds/FarmAnimalSounds/Wolf_barks_2_Cue.Wolf_barks_2_Cue'","0.000000","0.000000"
animal_wolf_3,"animal_wolf_3","Wolf 3","animal","False","SoundCue'/Game/_DJM/sounds/FarmAnimalSounds/Wolf_barks_4_Cue.Wolf_barks_4_Cue'","0.000000","0.000000"
rural_australia_02,"rural_australia_02","RuralAustralia_02","music","True","SoundCue'/Game/ext_landscapes/RuralAustralia/Audio/RuralAustralia_02_Cue.RuralAustralia_02_Cue'","0.000000","0.000000"
crickets,"crickets","Crickets","animal","True","SoundCue'/Game/_DJM/sounds/FarmAnimalSounds/Ambiance_Crickets_01_Cue.Ambiance_Crickets_01_Cue'","0.000000","0.000000"
thunder,"thunder","Thunder","character","False","SoundCue'/Game/_DJM/sounds/ambience/Thunder_Storm_1_Cue.Thunder_Storm_1_Cue'","0.000000","0.000000"
forest_day1,"forest_day1","Forest Daytime","character","True","SoundCue'/Game/_DJM/sounds/ambience/Forest_Daytime_1_Cue.Forest_Daytime_1_Cue'","0.000000","0.000000"
music_town_inn_dance,"music_town_inn_dance","Music at the Town Inn (Celtic)","music","True","SoundCue'/Game/_DJM/sounds/celtic02_loop_Cue.celtic02_loop_Cue'","0.000000","0.000000"
ambient_bass_scary,"ambient_bass_scary","ambient_bass_scary","npc","False","SoundCue'/Game/_DJM/sounds/ambient_bass01_Cue.ambient_bass01_Cue'","0.000000","0.000000"
ambient_wind_low,"ambient_wind_low","ambient_wind_low","character","True","SoundCue'/Game/_DJM/sounds/ambience/Light_wind_2_Cue.Light_wind_2_Cue'","0.000000","0.000000"
explore_discover_new_land,"explore_discover_new_land","Discover new land","music","False","SoundCue'/Game/_DJM/sounds/combat/Impact_03_Cue.Impact_03_Cue'","0.000000","0.000000"
explore_win_cheer,"explore_win_cheer","Cheer sound when you win","music","False","SoundCue'/Game/_DJM/sounds/char/Win_sound_4_Cue.Win_sound_4_Cue'","0.000000","0.000000"
explore_notes_writing,"explore_notes_writing","Writing Notes","character","False","SoundCue'/Game/_DJM/sounds/char/Writing_1_Cue.Writing_1_Cue'","0.000000","0.000000"
char_revive_heal,"char_revive_heal","Revive Heal","character","False","SoundCue'/Game/_DJM/sounds/char/Revive_heal_1_Cue.Revive_heal_1_Cue'","0.000000","0.000000"
explore_map_open_paper,"explore_map_open_paper","Open a paper Map","character","False","SoundCue'/Game/_DJM/sounds/char/Open_map_4_Cue.Open_map_4_Cue'","0.000000","0.000000"
gen_notification,"gen_notification","general notification","character","False","SoundCue'/Game/_DJM/sounds/char/Notification_sound_9_Cue.Notification_sound_9_Cue'","0.000000","0.000000"
gen_lose_sound,"gen_lose_sound","Lose sound","character","False","SoundCue'/Game/_DJM/sounds/char/Lose_sound_10_Cue.Lose_sound_10_Cue'","0.000000","0.000000"
char_drink,"char_drink","Drink","character","False","SoundCue'/Game/_DJM/sounds/char/Drink_potion_4_Cue.Drink_potion_4_Cue'","0.000000","0.000000"
book_page_flip,"book_page_flip","book_page_flip","craft","False","SoundCue'/Game/_DJM/sounds/char/Book_page_flip_2_Cue.Book_page_flip_2_Cue'","0.000000","0.000000"
explore_discover_high_level,"explore_discover_high_level","Discover High level land","music","False","SoundCue'/Game/_DJM/sounds/ambience/Stinger_08_Cue.Stinger_08_Cue'","0.000000","0.000000"
loop_wholesome,"loop_wholesome","Wholesome music","music","False","SoundCue'/Game/_DJM/sounds/ambience/Wholesome__Loopable__Cue.Wholesome__Loopable__Cue'","0.000000","0.000000"
music_stinger01,"music_stinger01","music_stinger01","music","False","SoundCue'/Game/_DJM/sounds/ambience/Stinger_08_Cue.Stinger_08_Cue'","0.000000","0.000000"
wood_chop,"wood_chop","Chopping wood","pickup","False","SoundCue'/Game/_DJM/sounds/crafting/Chopping_wood_1_Cue.Chopping_wood_1_Cue'","0.000000","0.000000"
pickaxe_stone,"pickaxe_stone","pickaxe_stone","pickup","False","SoundCue'/Game/_DJM/sounds/crafting/Glass_breaking_2_Cue.Glass_breaking_2_Cue'","0.000000","0.000000"
farm_gather_plant,"farm_gather_plant","Gather plants","pickup","False","SoundCue'/Game/_DJM/sounds/crafting/farm_Gathering_Plants_4_Cue.farm_Gathering_Plants_4_Cue'","0.000000","0.000000"
farm_dig,"farm_dig","Dig","pickup","False","SoundCue'/Game/_DJM/sounds/crafting/farm_Digging_22_Cue.farm_Digging_22_Cue'","0.000000","0.000000"
forest_day2,"forest_day2","Forest Daytime","character","True","SoundCue'/Game/_DJM/sounds/ambience/Forest_Daytime_2_Cue.Forest_Daytime_2_Cue'","0.000000","0.000000"
forest_day3,"forest_day3","Forest Daytime","character","True","SoundCue'/Game/_DJM/sounds/rain/Forest_Daytime_3_Cue.Forest_Daytime_3_Cue'","0.000000","0.000000"
forest_night1,"forest_night1","Forest Night","character","True","SoundCue'/Game/_DJM/sounds/ambience/Forest_Night_Time_1_Cue.Forest_Night_Time_1_Cue'","0.000000","0.000000"
forest_night2,"forest_night2","Forest Night","character","True","SoundCue'/Game/_DJM/sounds/ambience/Forest_Night_Time_2_Cue.Forest_Night_Time_2_Cue'","0.000000","0.000000"
forest_night3,"forest_night3","Forest Night","character","True","SoundCue'/Game/_DJM/sounds/ambience/Forest_Night_Time_3_Cue.Forest_Night_Time_3_Cue'","0.000000","0.000000"
forest_night4,"forest_night4","Forest Night","character","True","SoundCue'/Game/_DJM/sounds/ambience/Crickets_at_night_1_Cue.Crickets_at_night_1_Cue'","0.000000","0.000000"
cave1,"cave1","Cave 1","character","True","SoundCue'/Game/_DJM/sounds/ambience/Cave_1_Cue.Cave_1_Cue'","0.000000","0.000000"
cave2,"cave2","Cave 2","character","True","SoundCue'/Game/_DJM/sounds/ambience/Cave_1_Cue.Cave_1_Cue'","0.000000","0.000000"
forest_day4,"forest_day4","Forest Daytime","character","True","SoundCue'/Game/_DJM/sounds/ambience/Jungle_2_Cue.Jungle_2_Cue'","0.000000","0.000000"
craft_blacksmith_hammer,"craft_blacksmith_hammer","craft_blacksmith_hammer","craft","False","SoundCue'/Game/_DJM/sounds/crafting/Blacksmith_hitting_hammer_4_Cue.Blacksmith_hitting_hammer_4_Cue'","0.000000","0.000000"
craft_cooking_boil,"craft_cooking_boil","craft_cooking_boil","craft","False","SoundCue'/Game/_DJM/sounds/crafting/cooking_boiling_Loop_Cue.cooking_boiling_Loop_Cue'","0.000000","0.000000"
craft_cooking_chop,"craft_cooking_chop","craft_cooking_chop","craft","False","SoundCue'/Game/_DJM/sounds/crafting/cooking_chopping_2_Cue.cooking_chopping_2_Cue'","0.000000","0.000000"
craft_cooking_fry,"craft_cooking_fry","craft_cooking_fry","craft","False","SoundCue'/Game/_DJM/sounds/crafting/cooking_frying_Cue.cooking_frying_Cue'","0.000000","0.000000"
craft_cloth1,"craft_cloth1","craft_cloth1","craft","False","SoundCue'/Game/_DJM/sounds/crafting/craft_Cloth_item_3_Cue.craft_Cloth_item_3_Cue'","0.000000","0.000000"
craft_glass_break,"craft_glass_break","craft_glass_break","craft","False","SoundCue'/Game/_DJM/sounds/crafting/craft_Glass_breaking_2_Cue.craft_Glass_breaking_2_Cue'","0.000000","0.000000"
craft_hammer_nailing,"craft_hammer_nailing","craft_hammer_nailing","craft","False","SoundCue'/Game/_DJM/sounds/crafting/craft_hammer_nailing_Cue.craft_hammer_nailing_Cue'","0.000000","0.000000"
craft_metal_hit,"craft_metal_hit","craft_metal_hit","craft","False","SoundCue'/Game/_DJM/sounds/crafting/craft_metal_hit_Cue.craft_metal_hit_Cue'","0.000000","0.000000"
craft_metal_tool,"craft_metal_tool","craft_metal_tool","craft","False","SoundCue'/Game/_DJM/sounds/crafting/craft_Metal_Tools4_Cue.craft_Metal_Tools4_Cue'","0.000000","0.000000"
craft_metal_item,"craft_metal_item","craft_metal_item","craft","False","SoundCue'/Game/_DJM/sounds/crafting/craft_Metallic_item_1_Cue.craft_Metallic_item_1_Cue'","0.000000","0.000000"
craft_repair1,"craft_repair1","craft_repair1","craft","False","SoundCue'/Game/_DJM/sounds/crafting/craft_repair_1_Cue.craft_repair_1_Cue'","0.000000","0.000000"
craft_metal_saw,"craft_metal_saw","craft_metal_saw","craft","False","SoundCue'/Game/_DJM/sounds/crafting/craft_Sawing_Metal_2_Cue.craft_Sawing_Metal_2_Cue'","0.000000","0.000000"
craft_wood_saw,"craft_wood_saw","craft_wood_saw","craft","False","SoundCue'/Game/_DJM/sounds/crafting/craft_Sawing_Wood_5_Cue.craft_Sawing_Wood_5_Cue'","0.000000","0.000000"
craft_skinning,"craft_skinning","craft_skinning","craft","False","SoundCue'/Game/_DJM/sounds/crafting/craft_skinning_5_Cue.craft_skinning_5_Cue'","0.000000","0.000000"
craft_tailoring,"craft_tailoring","craft_tailoring","craft","False","SoundCue'/Game/_DJM/sounds/crafting/craft_tailor_cloth_rip_3_Cue.craft_tailor_cloth_rip_3_Cue'","0.000000","0.000000"
craft_wood_arrow,"craft_wood_arrow","craft_wood_arrow","craft","False","SoundCue'/Game/_DJM/sounds/crafting/craft_wood_Arrow_2_Cue.craft_wood_Arrow_2_Cue'","0.000000","0.000000"
craft_wood_item,"craft_wood_item","craft_wood_item","craft","False","SoundCue'/Game/_DJM/sounds/crafting/craft_Wooden_item_2_Cue.craft_Wooden_item_2_Cue'","0.000000","0.000000"
farm_dig2,"farm_dig2","Dig","pickup","False","SoundCue'/Game/_DJM/sounds/crafting/farm_Digging_7_Cue.farm_Digging_7_Cue'","0.000000","0.000000"
farm_plant_gather2,"farm_plant_gather","farm_plant_gather","pickup","False","SoundCue'/Game/_DJM/sounds/crafting/farm_Gathering_Plants_4_Cue.farm_Gathering_Plants_4_Cue'","0.000000","0.000000"
mining_stone_destroy,"mining_stone_destroy","mining_stone_destroy","pickup","False","SoundCue'/Game/_DJM/sounds/crafting/mining_destroying_Stone_1_Cue.mining_destroying_Stone_1_Cue'","0.000000","0.000000"
mining_stone_drag,"mining_stone_drag","mining_stone_drag","pickup","False","SoundCue'/Game/_DJM/sounds/crafting/mining_dragging_Stone_2_Cue.mining_dragging_Stone_2_Cue'","0.000000","0.000000"
mining_start,"mining_start","mining_start","pickup","False","SoundCue'/Game/_DJM/sounds/crafting/mining_start_Cue.mining_start_Cue'","0.000000","0.000000"
mining_finish,"mining_finish","mining_finish","pickup","False","SoundCue'/Game/_DJM/sounds/crafting/mining_finish_Cue.mining_finish_Cue'","0.000000","0.000000"
mining_stone_hit,"mining_stone_hit","mining_stone_hit","pickup","False","SoundCue'/Game/_DJM/sounds/crafting/mining_stone_hit_3_Cue.mining_stone_hit_3_Cue'","0.000000","0.000000"
mining_stone_impact,"mining_stone_impact","mining_stone_impact","pickup","False","SoundCue'/Game/_DJM/sounds/crafting/mining_Stone_Impact_2_Cue.mining_Stone_Impact_2_Cue'","0.000000","0.000000"
craft_welding,"craft_welding","craft_welding","pickup","False","SoundCue'/Game/_DJM/sounds/crafting/Welding_1_Cue.Welding_1_Cue'","0.000000","0.000000"
craft_wood_impact,"craft_wood_impact","craft_wood_impact","craft","False","SoundCue'/Game/_DJM/sounds/crafting/Wood_Impact_Hard_surface_6_Cue.Wood_Impact_Hard_surface_6_Cue'","0.000000","0.000000"
wood_tree_fall1,"wood_tree_fall1","wood_tree_fall1","pickup","False","SoundCue'/Game/_DJM/sounds/crafting/wood_Tree_Falling_1_Cue.wood_Tree_Falling_1_Cue'","0.000000","0.000000"
wood_tree_fall2,"wood_tree_fall2","wood_tree_fall2","pickup","False","SoundCue'/Game/_DJM/sounds/crafting/wood_Tree_Falling_4_Cue.wood_Tree_Falling_4_Cue'","0.000000","0.000000"
pickup_item,"pickup_item","Pickup Item","pickup","False","SoundCue'/Game/_DJM/sounds/char/Health_Pickup_3_Cue.Health_Pickup_3_Cue'","0.000000","0.000000"
ui_go_back_quiet,"ui_go_back_quiet","User did nothing","craft","False","SoundCue'/Game/_DJM/sounds/char/Go_back_sounds_5_Cue.Go_back_sounds_5_Cue'","0.000000","0.000000"
fight_sword_flesh,"fight_sword_flesh","Sword hitting flesh","fight","False","SoundCue'/Game/_DJM/sounds/combat/Sword_Stab__Flesh__3_Cue.Sword_Stab__Flesh__3_Cue'","0.000000","0.000000"
fight_punch_flesh,"fight_punch_flesh","Fist hitting flesh","fight","False","SoundCue'/Game/_DJM/sounds/combat/Staff_Hitting__Flesh__1_Cue.Staff_Hitting__Flesh__1_Cue'","0.000000","0.000000"
